Name,Type,Location,Conference,Division,URL
University of Maryland Eastern Shore,Public,"Princess Anne, Maryland",Mid-Eastern Athletic Conf.,NCAA D1,https://wwwcp.umes.edu/
University of Massachusetts – Amherst,Public,"Amherst, Massachusetts",Atlantic 10 Conference,NCAA D1,https://www.umass.edu/
University of Massachusetts – Lowell,Public,"Lowell, Massachusetts",America East Conference,NCAA D1,https://www.uml.edu/
University of Memphis,Public,"Memphis, Tennessee",American Athletic Conference,NCAA D1,https://www.memphis.edu/
University of Miami,Private,"Coral Gables, Florida",Atlantic Coast Conference,NCAA D1,https://welcome.miami.edu/
University of Michigan,Public,"Ann Arbor, Michigan",Big Ten Conference,NCAA D1,https://umich.edu/
University of Minnesota,Public,"Minneapolis, Minnesota",Big Ten Conference,NCAA D1,https://admissions.tc.umn.edu/
University of Mississippi,Public,"University, Mississippi",Southeastern Conference,NCAA D1,https://olemiss.edu/
University of Missouri,Public,"Columbia, Missouri",Southeastern Conference,NCAA D1,https://missouri.edu/
University of Missouri – Kansas City,Public,"Kansas City, Missouri",The Summit League,NCAA D1,https://www.umkc.edu/
University of Montana,Public,"Missoula, Montana",Big Sky Conference,NCAA D1,https://www.umt.edu/
University of Nebraska,Public,"Lincoln, Nebraska",Big Ten Conference,NCAA D1,https://www.unl.edu/
University of Nebraska at Omaha,Public,"Omaha, Nebraska",The Summit League,NCAA D1,https://www.unomaha.edu/
University of Nevada – Las Vegas,Public,"Las Vegas, Nevada",Mountain West Conference,NCAA D1,https://www.unlv.edu/
University of Nevada – Reno,Public,"Reno, Nevada",Mountain West Conference,NCAA D1,https://www.unr.edu/
University of New Hampshire,Public,"Durham, New Hampshire",America East Conference,NCAA D1,https://www.unh.edu/
University of New Mexico,Public,"Albuquerque, New Mexico",Mountain West Conference,NCAA D1,https://www.unm.edu/
University of New Orleans,Public,"New Orleans, Louisiana",Southland Conference,NCAA D1,https://www.uno.edu/
University of North Alabama,Public,"Florence, Alabama",Atlantic Sun Conference,NCAA D1,https://www.una.edu/
University of North Carolina – Greensboro,Public,"Greensboro, North Carolina",Southern Conference,NCAA D1,https://admissions.uncg.edu/
University of North Carolina – Wilmington,Public,"Wilmington, North Carolina",Coastal Athletic Association,NCAA D1,https://uncw.edu/
University of North Carolina Asheville,Public,"Asheville, North Carolina",Big South Conference,NCAA D1,https://new.unca.edu/
University of North Carolina at Chapel Hill,Public,"Chapel Hill, North Carolina",Atlantic Coast Conference,NCAA D1,https://www.unc.edu/
University of North Carolina at Charlotte,Public,"Charlotte, North Carolina",American Athletic Conference,NCAA D1,https://www.charlotte.edu
University of North Dakota,Public,"Grand Forks, North Dakota",The Summit League,NCAA D1,https://UND.edu
University of North Florida,Public,"Jacksonville, Florida",Atlantic Sun Conference,NCAA D1,https://www.unf.edu/
University of North Texas,Public,"Denton, Texas",American Athletic Conference,NCAA D1,https://www.unt.edu/
University of Northern Colorado,Public,"Greeley, Colorado",Big Sky Conference,NCAA D1,https://www.unco.edu
University of Northern Iowa,Public,"Cedar Falls, Iowa",Missouri Valley Conference,NCAA D1,https://uni.edu/
University of Notre Dame,Private,"Notre Dame, Indiana",Atlantic Coast Conference,NCAA D1,https://www.nd.edu/
University of Oklahoma,Public,"Norman, Oklahoma",Southeastern Conference,NCAA D1,https://www.ou.edu/admissions
University of Oregon,Public,"Eugene, Oregon",Big Ten Conference,NCAA D1,https://www.uoregon.edu/
University of Pennsylvania – Penn,Private,"Philadelphia, Pennsylvania",The Ivy League,NCAA D1,https://admissions.upenn.edu/
University of Pittsburgh,Public,"Pittsburgh, Pennsylvania",Atlantic Coast Conference,NCAA D1,https://admissions.pitt.edu/
University of Portland,Private,"Portland, Oregon",West Coast Conference,NCAA D1,https://www.up.edu/
University of Rhode Island,Public,"Kingston, Rhode Island",Atlantic 10 Conference,NCAA D1,https://www.uri.edu/
University of Richmond,Private,"University Of Richmond, Virginia",Atlantic 10 Conference,NCAA D1,https://www.richmond.edu/
University of San Diego,Private,"San Diego, California",West Coast Conference,NCAA D1,https://www.sandiego.edu/
University of San Francisco,Private,"San Francisco, California",West Coast Conference,NCAA D1,https://www.usfca.edu/
University of South Alabama,Public,"Mobile, Alabama",Sun Belt Conference,NCAA D1,https://www.southalabama.edu/
University of South Carolina,Public,"Columbia, South Carolina",Southeastern Conference,NCAA D1,https://sc.edu/
University of South Carolina – Upstate,Public,"Spartanburg, South Carolina",Big South Conference,NCAA D1,https://uscupstate.edu/
University of South Dakota,Public,"Vermillion, South Dakota",The Summit League,NCAA D1,https://www.usd.edu
University of South Florida,Public,"Tampa, Florida",American Athletic Conference,NCAA D1,https://www.usf.edu/
University of Southern California,Private,"Los Angeles, California",Big Ten Conference,NCAA D1,https://www.usc.edu/
University of Southern Indiana,Public,"Evansville, Indiana",Ohio Valley Conference,NCAA D1,https://www.usi.edu/
University of Southern Mississippi,Public,"Hattiesburg, Mississippi",Sun Belt Conference,NCAA D1,https://www.usm.edu/
University of St. Thomas – Minnesota,Private,"Saint Paul, Minnesota",The Summit League,NCAA D1,https://www.stthomas.edu/
University of Tennessee,Public,"Knoxville, Tennessee",Southeastern Conference,NCAA D1,https://www.utk.edu/
University of Tennessee – Chattanooga,Public,"Chattanooga, Tennessee",Southern Conference,NCAA D1,https://www.utc.edu/
University of Tennessee – Martin,Public,"Martin, Tennessee",Ohio Valley Conference,NCAA D1,https://www.utm.edu/
University of Texas – Arlington,Public,"Arlington, Texas",Western Athletic Conference,NCAA D1,https://www.uta.edu/
University of Texas – Austin,Public,"Austin, Texas",Southeastern Conference,NCAA D1,https://www.utexas.edu/
University of Texas – El Paso,Public,"El Paso, Texas",Conference USA,NCAA D1,https://www.utep.edu/
University of Texas – Rio Grande Valley,Public,"Edinburg, Texas",Southland Conference,NCAA D1,https://www.utrgv.edu/
University of Texas – San Antonio,Public,"San Antonio, Texas",American Athletic Conference,NCAA D1,https://www.utsa.edu/
University of the Incarnate Word,Private,"San Antonio, Texas",Southland Conference,NCAA D1,https://www.uiw.edu/
University of the Pacific,Private,"Stockton, California",West Coast Conference,NCAA D1,https://www.pacific.edu/
University of Toledo,Public,"Toledo, Ohio",Mid-American Conference,NCAA D1,https://www.utoledo.edu/
University of Tulsa,Private,"Tulsa, Oklahoma",American Athletic Conference,NCAA D1,https://utulsa.edu/
University of Utah,Public,"Salt Lake City, Utah",Big 12 Conference,NCAA D1,https://www.utah.edu/
University of Vermont,Public,"Burlington, Vermont",America East Conference,NCAA D1,https://www.uvm.edu/
University of Virginia,Public,"Charlottesville, Virginia",Atlantic Coast Conference,NCAA D1,https://www.virginia.edu/
University of Washington,Public,"Seattle, Washington",Big Ten Conference,NCAA D1,http://www.washington.edu/
University of West Georgia,Public,"Carrollton, Georgia",Atlantic Sun Conference,NCAA D1,https://www.westga.edu/
University of Wisconsin,Public,"Madison, Wisconsin",Big Ten Conference,NCAA D1,https://www.wisc.edu/
University of Wisconsin – Green Bay,Public,"Green Bay, Wisconsin",Horizon League,NCAA D1,https://www.uwgb.edu/
University of Wisconsin – Milwaukee,Public,"Milwaukee, Wisconsin",Horizon League,NCAA D1,https://uwm.edu/
University of Wyoming,Public,"Laramie, Wyoming",Mountain West Conference,NCAA D1,https://www.uwyo.edu/
Utah State University,Public,"Logan, Utah",Mountain West Conference,NCAA D1,https://www.usu.edu/
Utah Tech University,Public,"Saint George, Utah",Western Athletic Conference,NCAA D1,https://utahtech.edu/
Utah Valley University,Public,"Orem, Utah",Western Athletic Conference,NCAA D1,https://www.uvu.edu/
Valparaiso University,Private,"Valparaiso, Indiana",Missouri Valley Conference,NCAA D1,https://www.valpo.edu/
Vanderbilt University,Private,"Nashville, Tennessee",Southeastern Conference,NCAA D1,https://www.vanderbilt.edu/
Villanova University,Private,"Villanova, Pennsylvania",Big East Conference,NCAA D1,https://www1.villanova.edu/university.html
Virginia Commonwealth University,Public,"Richmond, Virginia",Atlantic 10 Conference,NCAA D1,https://www.vcu.edu/
Virginia Military Institute – VMI,Public,"Lexington, Virginia",Southern Conference,NCAA D1,https://www.vmi.edu/
Virginia Tech,Public,"Blacksburg, Virginia",Atlantic Coast Conference,NCAA D1,https://www.vt.edu/
Wagner College,Private,"Staten Island, New York",Northeast Conference,NCAA D1,https://wagner.edu/
Wake Forest University,Private,"Winston Salem, North Carolina",Atlantic Coast Conference,NCAA D1,https://www.wfu.edu/
Washington State University,Public,"Pullman, Washington",Pac-12 Conference,NCAA D1,https://wsu.edu/
Weber State University,Public,"Ogden, Utah",Big Sky Conference,NCAA D1,https://www.weber.edu/
West Virginia University,Public,"Morgantown, West Virginia",Big 12 Conference,NCAA D1,https://www.wvu.edu
Western Carolina University,Public,"Cullowhee, North Carolina",Southern Conference,NCAA D1,https://www.wcu.edu/
Western Illinois University,Public,"Macomb, Illinois",Ohio Valley Conference,NCAA D1,https://www.wiu.edu/
Western Kentucky University,Public,"Bowling Green, Kentucky",Conference USA,NCAA D1,https://www.wku.edu/
Western Michigan University,Public,"Kalamazoo, Michigan",Mid-American Conference,NCAA D1,https://wmich.edu/
Wichita State University,Public,"Wichita, Kansas",American Athletic Conference,NCAA D1,https://www.wichita.edu/
William & Mary,Public,"Williamsburg, Virginia",Coastal Athletic Association,NCAA D1,https://www.wm.edu/
Winthrop University,Public,"Rock Hill, South Carolina",Big South Conference,NCAA D1,https://www.winthrop.edu/
Wofford College,Private,"Spartanburg, South Carolina",Southern Conference,NCAA D1,https://www.wofford.edu/
Wright State University,Public,"Dayton, Ohio",Horizon League,NCAA D1,https://www.wright.edu/
Xavier University,Private,"Cincinnati, Ohio",Big East Conference,NCAA D1,https://www.xavier.edu/
Yale University,Private,"New Haven, Connecticut",The Ivy League,NCAA D1,https://admissions.yale.edu
Youngstown State University,Public,"Youngstown, Ohio",Horizon League,NCAA D1,https://ysu.edu/
Academy of Art University,Private,"San Francisco, California",Pacific West Conference,NCAA D2,https://www.academyart.edu/
Adams State University,Public,"Alamosa, Colorado",Rocky Mountain Athletic Conference,NCAA D2,https://www.adams.edu/
Adelphi University,Private,"Garden City, New York",Northeast-10 Conference,NCAA D2,https://www.adelphi.edu/
Albany State University,Public,"Albany, Georgia",Southern Intercol. Ath. Conf.,NCAA D2,https://www.asurams.edu/
Allen University,Private,"Columbia, South Carolina",Southern Intercol. Ath. Conf.,NCAA D2,https://allenuniversity.edu/
American International College,Private,"Springfield, Massachusetts",Northeast-10 Conference,NCAA D2,https://www.aic.edu/
Anderson University – South Carolina,Private,"Anderson, South Carolina",South Atlantic Conference,NCAA D2,https://andersonuniversity.edu/
Angelo State University,Public,"San Angelo, Texas",Lone Star Conference,NCAA D2,https://www.angelo.edu/
Arkansas Tech University,Public,"Russellville, Arkansas",Great American Conference,NCAA D2,https://www.atu.edu/
Ashland University,Private,"Ashland, Ohio",Great Midwest Athletic Conference,NCAA D2,https://www.ashland.edu/
Assumption University,Private,"Worcester, Massachusetts",Northeast-10 Conference,NCAA D2,https://www.assumption.edu/
Auburn University – Montgomery,Public,"Montgomery, Alabama",Gulf South Conference,NCAA D2,https://www.aum.edu/
Augusta University,Public,"Augusta, Georgia",Peach Belt Conference,NCAA D2,https://www.augusta.edu/
Augustana University – South Dakota,Private,"Sioux Falls, South Dakota",Northern Sun Intercollegiate Conference,NCAA D2,https://www.augie.edu/
Azusa Pacific University,Private,"Azusa, California",Pacific West Conference,NCAA D2,https://www.apu.edu/
Barry University,Private,"Miami, Florida",Sunshine State Conference,NCAA D2,https://www.barry.edu/en
Barton College,Private,"Wilson, North Carolina",Conference Carolinas,NCAA D2,https://www.barton.edu/
Belmont Abbey College,Private,"Belmont, North Carolina",Conference Carolinas,NCAA D2,https://belmontabbeycollege.edu/
Bemidji State University,Public,"Bemidji, Minnesota",Northern Sun Intercollegiate Conference,NCAA D2,https://www.bemidjistate.edu/
Benedict College,Private,"Columbia, South Carolina",Southern Intercol. Ath. Conf.,NCAA D2,https://benedict.edu/
Bentley University,Private,"Waltham, Massachusetts",Northeast-10 Conference,NCAA D2,https://www.bentley.edu/
Biola University,Private,"La Mirada, California",Pacific West Conference,NCAA D2,https://www.biola.edu
Black Hills State University,Public,"Spearfish, South Dakota",Rocky Mountain Athletic Conference,NCAA D2,https://www.bhsu.edu/
Bloomfield College,Private,"Bloomfield, New Jersey",Central Atlantic Collegiate Conference,NCAA D2,https://www.bloomfield.edu/
Bloomsburg University of Pennsylvania,Public,"Bloomsburg, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.commonwealthu.edu/campus-life/bloomsburg
Clarion University of Pennsylvania,Public,"Clarion, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.pennwest.edu/
Clark Atlanta University,Private,"Atlanta, Georgia",Southern Intercol. Ath. Conf.,NCAA D2,https://www.cau.edu/
Clayton State University,Public,"Morrow, Georgia",Peach Belt Conference,NCAA D2,https://www.clayton.edu/
Coker University,Private,"Hartsville, South Carolina",South Atlantic Conference,NCAA D2,https://www.coker.edu/
Colorado Christian University,Private,"Lakewood, Colorado",Rocky Mountain Athletic Conference,NCAA D2,https://www.ccu.edu/
Colorado Mesa University,Public,"Grand Junction, Colorado",Rocky Mountain Athletic Conference,NCAA D2,https://www.coloradomesa.edu/
Colorado School of Mines,Public,"Golden, Colorado",Rocky Mountain Athletic Conference,NCAA D2,https://www.mines.edu/
Colorado State University – Pueblo,Public,"Pueblo, Colorado",Rocky Mountain Athletic Conference,NCAA D2,https://www.csupueblo.edu/
Columbus State University,Public,"Columbus, Georgia",Peach Belt Conference,NCAA D2,https://www.columbusstate.edu/
Concord University,Public,"Athens, West Virginia",Mountain East Conference,NCAA D2,https://www.concord.edu/
Concordia College – Minnesota,Private,"Moorhead, Minnesota",Northern Sun Intercollegiate Conference,NCAA D2,https://www.concordiacollege.edu/
Concordia University – Irvine,Private,"Irvine, California",Pacific West Conference,NCAA D2,https://www.cui.edu/
Converse University,Private,"Spartanburg, South Carolina",Conference Carolinas,NCAA D2,https://www.converse.edu/
D'Youville University,Private,"Buffalo, New York",East Coast Conference,NCAA D2,https://www.dyu.edu/
Daemen University,Private,"Amherst, New York",East Coast Conference,NCAA D2,https://www.daemen.edu/
Dallas Baptist University,Private,"Dallas, Texas",Lone Star Conference,NCAA D2,https://www.dbu.edu/
Davenport University,Private,"Grand Rapids, Michigan",Great Lakes Intercollegiate Athletic Conference,NCAA D2,https://www.davenport.edu/
Davis & Elkins College,Private,"Elkins, West Virginia",Mountain East Conference,NCAA D2,https://www.dewv.edu/
Delta State University,Public,"Cleveland, Mississippi",Gulf South Conference,NCAA D2,https://www.deltastate.edu/
Dominican University – New York,Private,"Orangeburg, New York",Central Atlantic Collegiate Conference,NCAA D2,https://www.duny.edu/
Dominican University of California,Private,"San Rafael, California",Pacific West Conference,NCAA D2,https://www.dominican.edu/
Drury University,Private,"Springfield, Missouri",Great Lakes Valley Conference,NCAA D2,https://www.drury.edu/
East Central University,Public,"Ada, Oklahoma",Great American Conference,NCAA D2,https://www.ecok.edu/
East Stroudsburg University of Pennsylvania,Public,"East Stroudsburg, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.esu.edu/
Eastern New Mexico University,Public,"Portales, New Mexico",Lone Star Conference,NCAA D2,http://www.enmu.edu/
Eckerd College,Private,"Saint Petersburg, Florida",Sunshine State Conference,NCAA D2,https://www.eckerd.edu/
Edinboro University,Public,"Edinboro, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.pennwest.edu/
Edward Waters University,Private,"Jacksonville, Florida",Southern Intercol. Ath. Conf.,NCAA D2,https://www.ew.edu/
Elizabeth City State University,Public,"Elizabeth City, North Carolina",Central Intercollegiate Athletic Association,NCAA D2,https://www.ecsu.edu/
Embry-Riddle Aeronautical University,Private,"Daytona Beach, Florida",Sunshine State Conference,NCAA D2,https://daytonabeach.erau.edu/
Emmanuel University – Georgia,Private,"Franklin Springs, Georgia",Conference Carolinas,NCAA D2,https://eu.edu/
Emory & Henry University,Private,"Emory, Virginia",South Atlantic Conference,NCAA D2,https://www.emoryhenry.edu/
Emporia State University,Public,"Emporia, Kansas",Mid-America Intercollegiate Athletics Association,NCAA D2,https://www.emporia.edu/
Erskine College,Private,"Due West, South Carolina",Conference Carolinas,NCAA D2,https://www.erskine.edu/
Fairmont State University,Public,"Fairmont, West Virginia",Mountain East Conference,NCAA D2,https://www.fairmontstate.edu/
Fayetteville State University,Public,"Fayetteville, North Carolina",Central Intercollegiate Athletic Association,NCAA D2,https://www.uncfsu.edu/
Felician University,Private,"Rutherford, New Jersey",Central Atlantic Collegiate Conference,NCAA D2,https://www.felician.edu/
Ferris State University,Public,"Big Rapids, Michigan",Great Lakes Intercollegiate Athletic Conference,NCAA D2,https://www.ferris.edu/
Flagler College,Private,"Saint Augustine, Florida",Peach Belt Conference,NCAA D2,https://www.flagler.edu/
Florida Southern College,Private,"Lakeland, Florida",Sunshine State Conference,NCAA D2,https://www.flsouthern.edu/
Florida Tech,Private,"Melbourne, Florida",Sunshine State Conference,NCAA D2,https://www.fit.edu/
Fort Hays State University,Public,"Hays, Kansas",Mid-America Intercollegiate Athletics Association,NCAA D2,https://www.fhsu.edu/
Fort Lewis College,Public,"Durango, Colorado",Rocky Mountain Athletic Conference,NCAA D2,https://www.fortlewis.edu/
Fort Valley State University,Public,"Fort Valley, Georgia",Southern Intercol. Ath. Conf.,NCAA D2,https://www.fvsu.edu/
Francis Marion University,Public,"Florence, South Carolina",Conference Carolinas,NCAA D2,https://www.fmarion.edu/
Franklin Pierce University,Private,"Rindge, New Hampshire",Northeast-10 Conference,NCAA D2,https://franklinpierce.edu/
Fresno Pacific University,Private,"Fresno, California",Pacific West Conference,NCAA D2,https://www.fresno.edu/
Frostburg State University,Public,"Frostburg, Maryland",Mountain East Conference,NCAA D2,https://www.frostburg.edu/
Gannon University,Private,"Erie, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.gannon.edu/
Georgia College,Public,"Milledgeville, Georgia",Peach Belt Conference,NCAA D2,https://www.gcsu.edu/
Georgia Southwestern State University,Public,"Americus, Georgia",Peach Belt Conference,NCAA D2,https://www.gsw.edu/
Georgian Court University,Private,"Lakewood, New Jersey",Central Atlantic Collegiate Conference,NCAA D2,https://georgian.edu/
Glenville State University,Public,"Glenville, West Virginia",Mountain East Conference,NCAA D2,https://www.glenville.edu/
Goldey-Beacom College,Private,"Wilmington, Delaware",Central Atlantic Collegiate Conference,NCAA D2,https://www.gbc.edu/
Grand Valley State University,Public,"Allendale, Michigan",Great Lakes Intercollegiate Athletic Conference,NCAA D2,https://www.gvsu.edu/
Harding University,Private,"Searcy, Arkansas",Great American Conference,NCAA D2,https://www.harding.edu/
Hawaii Pacific University,Private,"Honolulu, Hawaii",Pacific West Conference,NCAA D2,https://www.hpu.edu
Henderson State University,Public,"Arkadelphia, Arkansas",Great American Conference,NCAA D2,https://www.hsu.edu/
Hillsdale College,Private,"Hillsdale, Michigan",Great Midwest Athletic Conference,NCAA D2,https://www.hillsdale.edu/
Holy Family University,Private,"Philadelphia, Pennsylvania",Central Atlantic Collegiate Conference,NCAA D2,https://www.holyfamily.edu/
Indiana University of Pennsylvania,Public,"Indiana, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.iup.edu/
Jessup University,Public,"Rocklin, California",Pacific West Conference,NCAA D2,https://jessup.edu/
Johnson C. Smith University,Private,"Charlotte, North Carolina",Central Intercollegiate Athletic Association,NCAA D2,https://www.jcsu.edu/
Kentucky State University,Public,"Frankfort, Kentucky",Southern Intercol. Ath. Conf.,NCAA D2,https://www.kysu.edu/
Kentucky Wesleyan College,Private,"Owensboro, Kentucky",Great Midwest Athletic Conference,NCAA D2,https://kwc.edu/
King University – Tennessee,Private,"Bristol, Tennessee",Conference Carolinas,NCAA D2,https://www.king.edu/
Kutztown University of Pennsylvania,Public,"Kutztown, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.kutztown.edu/
Lake Erie College,Private,"Painesville, Ohio",Great Midwest Athletic Conference,NCAA D2,https://www.lec.edu/
Lake Superior State University,Public,"Sault Ste Marie, Michigan",Great Lakes Intercollegiate Athletic Conference,NCAA D2,https://www.lssu.edu/
Lander University,Public,"Greenwood, South Carolina",Peach Belt Conference,NCAA D2,https://www.lander.edu/
Lane College,Private,"Jackson, Tennessee",Southern Intercol. Ath. Conf.,NCAA D2,https://www.lanecollege.edu/
Le Moyne College,Private,"Syracuse, New York",Northeast Conference,NCAA D2,https://www.lemoyne.edu/
Lee University,Private,"Cleveland, Tennessee",Gulf South Conference,NCAA D2,https://www.leeuniversity.edu/
Lees-McRae College,Private,"Banner Elk, North Carolina",Conference Carolinas,NCAA D2,https://www.lmc.edu/
LeMoyne-Owen College,Private,"Memphis, Tennessee",Southern Intercol. Ath. Conf.,NCAA D2,https://loc.edu/
Lenoir-Rhyne University,Private,"Hickory, North Carolina",South Atlantic Conference,NCAA D2,https://www.lr.edu/
Lewis University,Private,"Romeoville, Illinois",Great Lakes Valley Conference,NCAA D2,https://www.lewisu.edu/index.htm
Limestone University,Private,"Gaffney, South Carolina",South Atlantic Conference,NCAA D2,https://www.limestone.edu/
Lincoln Memorial University,Private,"Harrogate, Tennessee",South Atlantic Conference,NCAA D2,https://www.lmunet.edu/
Lincoln University – Missouri,Public,"Jefferson City, Missouri",Great Lakes Valley Conference,NCAA D2,https://www.lincolnu.edu/
Lincoln University Pennsylvania,Public,"Lincoln University, Pennsylvania",Central Intercollegiate Athletic Association,NCAA D2,https://www.lincoln.edu/
Lindenwood University,Private,"Saint Charles, Missouri",Ohio Valley Conference,NCAA D2,https://www.lindenwood.edu/
Livingstone College,Private,"Salisbury, North Carolina",Central Intercollegiate Athletic Association,NCAA D2,http://livingstone.edu/
Lock Haven University,Public,"Lock Haven, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.commonwealthu.edu/campus-life/lock-haven
Lubbock Christian University,Private,"Lubbock, Texas",Lone Star Conference,NCAA D2,https://lcu.edu/
Lynn University,Private,"Boca Raton, Florida",Sunshine State Conference,NCAA D2,https://www.lynn.edu/
Malone University,Private,"Canton, Ohio",Great Midwest Athletic Conference,NCAA D2,https://www.malone.edu/
Mansfield University of Pennsylvania,Public,"Mansfield, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.commonwealthu.edu/campus-life/mansfield
Mars Hill University,Private,"Mars Hill, North Carolina",South Atlantic Conference,NCAA D2,https://www.mhu.edu/
Maryville University,Private,"Saint Louis, Missouri",Great Lakes Valley Conference,NCAA D2,https://www.maryville.edu/
McKendree University,Private,"Lebanon, Illinois",Great Lakes Valley Conference,NCAA D2,https://www.mckendree.edu/
Menlo College,Private,"Atherton, California",Pacific West Conference,NCAA D2,https://www.menlo.edu/
Mercy University,Private,"Dobbs Ferry, New York",East Coast Conference,NCAA D2,https://www.mercy.edu/
Mercyhurst University,Private,"Erie, Pennsylvania",Northeast Conference,NCAA D2,https://www.mercyhurst.edu
Metropolitan State University of Denver,Public,"Denver, Colorado",Rocky Mountain Athletic Conference,NCAA D2,https://www.msudenver.edu/
Michigan Technological University,Public,"Houghton, Michigan",Great Lakes Intercollegiate Athletic Conference,NCAA D2,https://www.mtu.edu/
Midwestern State University,Public,"Wichita Falls, Texas",Lone Star Conference,NCAA D2,https://www.msutexas.edu/
Miles College,Private,"Fairfield, Alabama",Southern Intercol. Ath. Conf.,NCAA D2,https://www.miles.edu/
Millersville University of Pennsylvania,Public,"Millersville, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.millersville.edu/
Minnesota State University – Mankato,Public,"Mankato, Minnesota",Northern Sun Intercollegiate Conference,NCAA D2,https://www.mnsu.edu/
Minnesota State University – Moorhead,Public,"Moorhead, Minnesota",Northern Sun Intercollegiate Conference,NCAA D2,https://www.mnstate.edu/
Minot State University,Public,"Minot, North Dakota",Northern Sun Intercollegiate Conference,NCAA D2,https://www.minotstateu.edu/
Mississippi College,Private,"Clinton, Mississippi",Gulf South Conference,NCAA D2,https://www.mc.edu/
Missouri Southern State University,Public,"Joplin, Missouri",Mid-America Intercollegiate Athletics Association,NCAA D2,https://www.mssu.edu/
Missouri University of Science & Technology,Public,"Rolla, Missouri",Great Lakes Valley Conference,NCAA D2,https://www.mst.edu/
Missouri Western State University,Public,"Saint Joseph, Missouri",Mid-America Intercollegiate Athletics Association,NCAA D2,https://www.missouriwestern.edu/
Molloy University,Private,"Rockville Centre, New York",East Coast Conference,NCAA D2,https://www.molloy.edu/
Montana State University – Billings,Public,"Billings, Montana",Great Northwest Athletic Conference,NCAA D2,https://www.msubillings.edu/
Morehouse College,Private,"Atlanta, Georgia",Southern Intercol. Ath. Conf.,NCAA D2,https://morehouse.edu/
New Mexico Highlands University,Public,"Las Vegas, New Mexico",Rocky Mountain Athletic Conference,NCAA D2,https://www.nmhu.edu/
Newberry College,Private,"Newberry, South Carolina",South Atlantic Conference,NCAA D2,https://www.newberry.edu/
Newman University,Private,"Wichita, Kansas",Mid-America Intercollegiate Athletics Association,NCAA D2,https://newmanu.edu/
North Greenville University,Private,"Tigerville, South Carolina",Conference Carolinas,NCAA D2,https://www.ngu.edu/
Northeastern State University,Public,"Tahlequah, Oklahoma",Mid-America Intercollegiate Athletics Association,NCAA D2,https://www.nsuok.edu/
Northern Michigan University,Public,"Marquette, Michigan",Great Lakes Intercollegiate Athletic Conference,NCAA D2,https://nmu.edu/
Northern State University,Public,"Aberdeen, South Dakota",Northern Sun Intercollegiate Conference,NCAA D2,https://northern.edu/
Northwest Missouri State University,Public,"Maryville, Missouri",Mid-America Intercollegiate Athletics Association,NCAA D2,https://www.nwmissouri.edu/
Northwest Nazarene University,Private,"Nampa, Idaho",Great Northwest Athletic Conference,NCAA D2,https://nnu.edu/
Northwestern Oklahoma State University,Public,"Alva, Oklahoma",Great American Conference,NCAA D2,https://www.nwosu.edu/
Northwood University – Michigan,Private,"Midland, Michigan",Great Midwest Athletic Conference,NCAA D2,https://www.northwood.edu
Nova Southeastern University,Private,"Fort Lauderdale, Florida",Sunshine State Conference,NCAA D2,https://www.nova.edu/index.html
Ohio Dominican University,Private,"Columbus, Ohio",Great Midwest Athletic Conference,NCAA D2,https://www.ohiodominican.edu/
Oklahoma Baptist University,Private,"Shawnee, Oklahoma",Great American Conference,NCAA D2,https://www.okbu.edu/
Oklahoma Christian University,Private,"Edmond, Oklahoma",Lone Star Conference,NCAA D2,https://www.oc.edu/
Ouachita Baptist University,Private,"Arkadelphia, Arkansas",Great American Conference,NCAA D2,https://obu.edu/
Pace University,Private,"New York, New York",Northeast-10 Conference,NCAA D2,https://www.pace.edu/
Palm Beach Atlantic University,Private,"West Palm Beach, Florida",Sunshine State Conference,NCAA D2,https://www.pba.edu/
"Pennsylvania Western University, California",Public,"California, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.pennwest.edu/
Pittsburg State University,Public,"Pittsburg, Kansas",Mid-America Intercollegiate Athletics Association,NCAA D2,https://www.pittstate.edu/
Point Loma Nazarene University,Private,"San Diego, California",Pacific West Conference,NCAA D2,https://www.pointloma.edu/
Point Park University,Private,"Pittsburgh, Pennsylvania",Mountain East Conference,NCAA D2,https://www.pointpark.edu/index
Post University,Private,"Waterbury, Connecticut",Central Atlantic Collegiate Conference,NCAA D2,https://post.edu/
Purdue University – Northwest,Public,"Hammond, Indiana",Great Lakes Intercollegiate Athletic Conference,NCAA D2,https://www.pnw.edu/
Queens University of Charlotte,Private,"Charlotte, North Carolina",Atlantic Sun Conference,NCAA D2,https://www.queens.edu/
Quincy University,Private,"Quincy, Illinois",Great Lakes Valley Conference,NCAA D2,https://www.quincy.edu/
Regis University,Private,"Denver, Colorado",Rocky Mountain Athletic Conference,NCAA D2,https://www.regis.edu/
