Name,Type,Location,Conference,Division,URL
University of South Carolina – Beaufort,Public,"Bluffton, South Carolina",Peach Belt Conference,NCAA D2,https://www.uscb.edu/
University of South Carolina Aiken,Public,"Aiken, South Carolina",Peach Belt Conference,NCAA D2,https://www.usca.edu
University of Southern Indiana,Public,"Evansville, Indiana",Ohio Valley Conference,NCAA D2,https://www.usi.edu/
University of Tampa,Private,"Tampa, Florida",Sunshine State Conference,NCAA D2,https://www.ut.edu/
University of Texas – Permian Basin,Public,"Odessa, Texas",Lone Star Conference,NCAA D2,https://www.utpb.edu/
University of Texas – Tyler,Public,"Tyler, Texas",Lone Star Conference,NCAA D2,https://www.uttyler.edu/
University of Texas at Dallas,Public,"Richardson, Texas",Lone Star Conference,NCAA D2,https://www.utdallas.edu/
University of the District of Columbia,Public,"Washington, District Of Columbia",East Coast Conference,NCAA D2,https://www.udc.edu/
University of West Alabama,Public,"Livingston, Alabama",Gulf South Conference,NCAA D2,https://www.uwa.edu/
University of West Florida,Public,"Pensacola, Florida",Gulf South Conference,NCAA D2,https://uwf.edu/
University of West Georgia,Public,"Carrollton, Georgia",Atlantic Sun Conference,NCAA D2,https://www.westga.edu/
University of Wisconsin – Parkside,Public,"Kenosha, Wisconsin",Great Lakes Intercollegiate Athletic Conference,NCAA D2,https://www.uwp.edu/
Upper Iowa University,Private,"Fayette, Iowa",Great Lakes Valley Conference,NCAA D2,https://uiu.edu/
Ursuline College,Private,"Pepper Pike, Ohio",Great Midwest Athletic Conference,NCAA D2,https://www.ursuline.edu/
Valdosta State University,Public,"Valdosta, Georgia",Gulf South Conference,NCAA D2,https://www.valdosta.edu/
Vanguard University,Public,"Costa Mesa, California",Pacific West Conference,NCAA D2,https://www.vanguard.edu/
Virginia State University,Public,"Petersburg, Virginia",Central Intercollegiate Athletic Association,NCAA D2,https://www.vsu.edu/
Virginia Union University,Private,"Richmond, Virginia",Central Intercollegiate Athletic Association,NCAA D2,https://www.vuu.edu/
Walsh University,Private,"North Canton, Ohio",Great Midwest Athletic Conference,NCAA D2,https://www.walsh.edu/
Washburn University,Public,"Topeka, Kansas",Mid-America Intercollegiate Athletics Association,NCAA D2,https://www.washburn.edu/index.html
Wayne State College,Public,"Wayne, Nebraska",Northern Sun Intercollegiate Conference,NCAA D2,https://www.wsc.edu/
Wayne State University,Public,"Detroit, Michigan",Great Lakes Intercollegiate Athletic Conference,NCAA D2,https://wayne.edu/
West Chester University of Pennsylvania,Public,"West Chester, Pennsylvania",Pennsylvania State Athletic Conference,NCAA D2,https://www.wcupa.edu/
West Liberty University,Public,"West Liberty, West Virginia",Mountain East Conference,NCAA D2,https://westliberty.edu/
West Texas A&M University,Public,"Canyon, Texas",Lone Star Conference,NCAA D2,https://www.wtamu.edu/
West Virginia State University,Public,"Institute, West Virginia",Mountain East Conference,NCAA D2,https://wvstateu.edu/
West Virginia Wesleyan College,Private,"Buckhannon, West Virginia",Mountain East Conference,NCAA D2,https://www.wvwc.edu/
Western Colorado University,Public,"Gunnison, Colorado",Rocky Mountain Athletic Conference,NCAA D2,https://western.edu/
Western New Mexico University,Public,"Silver City, New Mexico",Lone Star Conference,NCAA D2,https://wnmu.edu/
Western Oregon University,Public,"Monmouth, Oregon",Great Northwest Athletic Conference,NCAA D2,https://wou.edu/
Western Washington University,Public,"Bellingham, Washington",Great Northwest Athletic Conference,NCAA D2,https://admissions.wwu.edu
Westminster College – Utah,Private,"Salt Lake City, Utah",Rocky Mountain Athletic Conference,NCAA D2,https://westminsteru.edu/
Westmont College,Private,"Santa Barbara, California",Pacific West Conference,NCAA D2,https://www.westmont.edu/
Wheeling University,Private,"Wheeling, West Virginia",Mountain East Conference,NCAA D2,https://wheeling.edu/
William Jewell College,Private,"Liberty, Missouri",Great Lakes Valley Conference,NCAA D2,https://www.jewell.edu
Wilmington University,Private,"New Castle, Delaware",Central Atlantic Collegiate Conference,NCAA D2,https://www.wilmu.edu/
Wingate University,Private,"Wingate, North Carolina",South Atlantic Conference,NCAA D2,https://www.wingate.edu/
Winona State University,Public,"Winona, Minnesota",Northern Sun Intercollegiate Conference,NCAA D2,https://www.winona.edu/
Winston-Salem State University,Public,"Winston Salem, North Carolina",Central Intercollegiate Athletic Association,NCAA D2,http://www.wssu.edu/
Young Harris College,Private,"Young Harris, Georgia",Conference Carolinas,NCAA D2,https://www.yhc.edu/
