Name,Type,Location,Conference,Division,URL
University of Maryland Eastern Shore,Public,"Princess Anne, Maryland",Mid-Eastern Athletic Conf.,NCAA D1,https://wwwcp.umes.edu/
University of Massachusetts – Amherst,Public,"Amherst, Massachusetts",Atlantic 10 Conference,NCAA D1,https://www.umass.edu/
University of Massachusetts – Lowell,Public,"Lowell, Massachusetts",America East Conference,NCAA D1,https://www.uml.edu/
University of Memphis,Public,"Memphis, Tennessee",American Athletic Conference,NCAA D1,https://www.memphis.edu/
University of Miami,Private,"Coral Gables, Florida",Atlantic Coast Conference,NCAA D1,https://welcome.miami.edu/
University of Michigan,Public,"Ann Arbor, Michigan",Big Ten Conference,NCAA D1,https://umich.edu/
University of Minnesota,Public,"Minneapolis, Minnesota",Big Ten Conference,NCAA D1,https://admissions.tc.umn.edu/
University of Mississippi,Public,"University, Mississippi",Southeastern Conference,NCAA D1,https://olemiss.edu/
University of Missouri,Public,"Columbia, Missouri",Southeastern Conference,NCAA D1,https://missouri.edu/
University of Missouri – Kansas City,Public,"Kansas City, Missouri",The Summit League,NCAA D1,https://www.umkc.edu/
University of Montana,Public,"Missoula, Montana",Big Sky Conference,NCAA D1,https://www.umt.edu/
University of Nebraska,Public,"Lincoln, Nebraska",Big Ten Conference,NCAA D1,https://www.unl.edu/
University of Nebraska at Omaha,Public,"Omaha, Nebraska",The Summit League,NCAA D1,https://www.unomaha.edu/
University of Nevada – Las Vegas,Public,"Las Vegas, Nevada",Mountain West Conference,NCAA D1,https://www.unlv.edu/
University of Nevada – Reno,Public,"Reno, Nevada",Mountain West Conference,NCAA D1,https://www.unr.edu/
University of New Hampshire,Public,"Durham, New Hampshire",America East Conference,NCAA D1,https://www.unh.edu/
University of New Mexico,Public,"Albuquerque, New Mexico",Mountain West Conference,NCAA D1,https://www.unm.edu/
University of New Orleans,Public,"New Orleans, Louisiana",Southland Conference,NCAA D1,https://www.uno.edu/
University of North Alabama,Public,"Florence, Alabama",Atlantic Sun Conference,NCAA D1,https://www.una.edu/
University of North Carolina – Greensboro,Public,"Greensboro, North Carolina",Southern Conference,NCAA D1,https://admissions.uncg.edu/
University of North Carolina – Wilmington,Public,"Wilmington, North Carolina",Coastal Athletic Association,NCAA D1,https://uncw.edu/
University of North Carolina Asheville,Public,"Asheville, North Carolina",Big South Conference,NCAA D1,https://new.unca.edu/
University of North Carolina at Chapel Hill,Public,"Chapel Hill, North Carolina",Atlantic Coast Conference,NCAA D1,https://www.unc.edu/
University of North Carolina at Charlotte,Public,"Charlotte, North Carolina",American Athletic Conference,NCAA D1,https://www.charlotte.edu
University of North Dakota,Public,"Grand Forks, North Dakota",The Summit League,NCAA D1,https://UND.edu
University of North Florida,Public,"Jacksonville, Florida",Atlantic Sun Conference,NCAA D1,https://www.unf.edu/
University of North Texas,Public,"Denton, Texas",American Athletic Conference,NCAA D1,https://www.unt.edu/
University of Northern Colorado,Public,"Greeley, Colorado",Big Sky Conference,NCAA D1,https://www.unco.edu
University of Northern Iowa,Public,"Cedar Falls, Iowa",Missouri Valley Conference,NCAA D1,https://uni.edu/
University of Notre Dame,Private,"Notre Dame, Indiana",Atlantic Coast Conference,NCAA D1,https://www.nd.edu/
University of Oklahoma,Public,"Norman, Oklahoma",Southeastern Conference,NCAA D1,https://www.ou.edu/admissions
University of Oregon,Public,"Eugene, Oregon",Big Ten Conference,NCAA D1,https://www.uoregon.edu/
University of Pennsylvania – Penn,Private,"Philadelphia, Pennsylvania",The Ivy League,NCAA D1,https://admissions.upenn.edu/
University of Pittsburgh,Public,"Pittsburgh, Pennsylvania",Atlantic Coast Conference,NCAA D1,https://admissions.pitt.edu/
University of Portland,Private,"Portland, Oregon",West Coast Conference,NCAA D1,https://www.up.edu/
University of Rhode Island,Public,"Kingston, Rhode Island",Atlantic 10 Conference,NCAA D1,https://www.uri.edu/
University of Richmond,Private,"University Of Richmond, Virginia",Atlantic 10 Conference,NCAA D1,https://www.richmond.edu/
University of San Diego,Private,"San Diego, California",West Coast Conference,NCAA D1,https://www.sandiego.edu/
University of San Francisco,Private,"San Francisco, California",West Coast Conference,NCAA D1,https://www.usfca.edu/
University of South Alabama,Public,"Mobile, Alabama",Sun Belt Conference,NCAA D1,https://www.southalabama.edu/
University of South Carolina,Public,"Columbia, South Carolina",Southeastern Conference,NCAA D1,https://sc.edu/
University of South Carolina – Upstate,Public,"Spartanburg, South Carolina",Big South Conference,NCAA D1,https://uscupstate.edu/
University of South Dakota,Public,"Vermillion, South Dakota",The Summit League,NCAA D1,https://www.usd.edu
University of South Florida,Public,"Tampa, Florida",American Athletic Conference,NCAA D1,https://www.usf.edu/
University of Southern California,Private,"Los Angeles, California",Big Ten Conference,NCAA D1,https://www.usc.edu/
University of Southern Indiana,Public,"Evansville, Indiana",Ohio Valley Conference,NCAA D1,https://www.usi.edu/
University of Southern Mississippi,Public,"Hattiesburg, Mississippi",Sun Belt Conference,NCAA D1,https://www.usm.edu/
University of St. Thomas – Minnesota,Private,"Saint Paul, Minnesota",The Summit League,NCAA D1,https://www.stthomas.edu/
University of Tennessee,Public,"Knoxville, Tennessee",Southeastern Conference,NCAA D1,https://www.utk.edu/
University of Tennessee – Chattanooga,Public,"Chattanooga, Tennessee",Southern Conference,NCAA D1,https://www.utc.edu/
University of Tennessee – Martin,Public,"Martin, Tennessee",Ohio Valley Conference,NCAA D1,https://www.utm.edu/
University of Texas – Arlington,Public,"Arlington, Texas",Western Athletic Conference,NCAA D1,https://www.uta.edu/
University of Texas – Austin,Public,"Austin, Texas",Southeastern Conference,NCAA D1,https://www.utexas.edu/
University of Texas – El Paso,Public,"El Paso, Texas",Conference USA,NCAA D1,https://www.utep.edu/
University of Texas – Rio Grande Valley,Public,"Edinburg, Texas",Southland Conference,NCAA D1,https://www.utrgv.edu/
University of Texas – San Antonio,Public,"San Antonio, Texas",American Athletic Conference,NCAA D1,https://www.utsa.edu/
University of the Incarnate Word,Private,"San Antonio, Texas",Southland Conference,NCAA D1,https://www.uiw.edu/
University of the Pacific,Private,"Stockton, California",West Coast Conference,NCAA D1,https://www.pacific.edu/
University of Toledo,Public,"Toledo, Ohio",Mid-American Conference,NCAA D1,https://www.utoledo.edu/
University of Tulsa,Private,"Tulsa, Oklahoma",American Athletic Conference,NCAA D1,https://utulsa.edu/
University of Utah,Public,"Salt Lake City, Utah",Big 12 Conference,NCAA D1,https://www.utah.edu/
University of Vermont,Public,"Burlington, Vermont",America East Conference,NCAA D1,https://www.uvm.edu/
University of Virginia,Public,"Charlottesville, Virginia",Atlantic Coast Conference,NCAA D1,https://www.virginia.edu/
University of Washington,Public,"Seattle, Washington",Big Ten Conference,NCAA D1,http://www.washington.edu/
University of West Georgia,Public,"Carrollton, Georgia",Atlantic Sun Conference,NCAA D1,https://www.westga.edu/
University of Wisconsin,Public,"Madison, Wisconsin",Big Ten Conference,NCAA D1,https://www.wisc.edu/
University of Wisconsin – Green Bay,Public,"Green Bay, Wisconsin",Horizon League,NCAA D1,https://www.uwgb.edu/
University of Wisconsin – Milwaukee,Public,"Milwaukee, Wisconsin",Horizon League,NCAA D1,https://uwm.edu/
University of Wyoming,Public,"Laramie, Wyoming",Mountain West Conference,NCAA D1,https://www.uwyo.edu/
Utah State University,Public,"Logan, Utah",Mountain West Conference,NCAA D1,https://www.usu.edu/
Utah Tech University,Public,"Saint George, Utah",Western Athletic Conference,NCAA D1,https://utahtech.edu/
Utah Valley University,Public,"Orem, Utah",Western Athletic Conference,NCAA D1,https://www.uvu.edu/
Valparaiso University,Private,"Valparaiso, Indiana",Missouri Valley Conference,NCAA D1,https://www.valpo.edu/
Vanderbilt University,Private,"Nashville, Tennessee",Southeastern Conference,NCAA D1,https://www.vanderbilt.edu/
Villanova University,Private,"Villanova, Pennsylvania",Big East Conference,NCAA D1,https://www1.villanova.edu/university.html
Virginia Commonwealth University,Public,"Richmond, Virginia",Atlantic 10 Conference,NCAA D1,https://www.vcu.edu/
Virginia Military Institute – VMI,Public,"Lexington, Virginia",Southern Conference,NCAA D1,https://www.vmi.edu/
Virginia Tech,Public,"Blacksburg, Virginia",Atlantic Coast Conference,NCAA D1,https://www.vt.edu/
Wagner College,Private,"Staten Island, New York",Northeast Conference,NCAA D1,https://wagner.edu/
Wake Forest University,Private,"Winston Salem, North Carolina",Atlantic Coast Conference,NCAA D1,https://www.wfu.edu/
Washington State University,Public,"Pullman, Washington",Pac-12 Conference,NCAA D1,https://wsu.edu/
Weber State University,Public,"Ogden, Utah",Big Sky Conference,NCAA D1,https://www.weber.edu/
West Virginia University,Public,"Morgantown, West Virginia",Big 12 Conference,NCAA D1,https://www.wvu.edu
Western Carolina University,Public,"Cullowhee, North Carolina",Southern Conference,NCAA D1,https://www.wcu.edu/
Western Illinois University,Public,"Macomb, Illinois",Ohio Valley Conference,NCAA D1,https://www.wiu.edu/
Western Kentucky University,Public,"Bowling Green, Kentucky",Conference USA,NCAA D1,https://www.wku.edu/
Western Michigan University,Public,"Kalamazoo, Michigan",Mid-American Conference,NCAA D1,https://wmich.edu/
Wichita State University,Public,"Wichita, Kansas",American Athletic Conference,NCAA D1,https://www.wichita.edu/
William & Mary,Public,"Williamsburg, Virginia",Coastal Athletic Association,NCAA D1,https://www.wm.edu/
Winthrop University,Public,"Rock Hill, South Carolina",Big South Conference,NCAA D1,https://www.winthrop.edu/
Wofford College,Private,"Spartanburg, South Carolina",Southern Conference,NCAA D1,https://www.wofford.edu/
Wright State University,Public,"Dayton, Ohio",Horizon League,NCAA D1,https://www.wright.edu/
Xavier University,Private,"Cincinnati, Ohio",Big East Conference,NCAA D1,https://www.xavier.edu/
Yale University,Private,"New Haven, Connecticut",The Ivy League,NCAA D1,https://admissions.yale.edu
Youngstown State University,Public,"Youngstown, Ohio",Horizon League,NCAA D1,https://ysu.edu/
